dist,delta_t,ref_speed,drv_speed,ref_throttle,drv_throttle,ref_brake,drv_brake,ref_steering,drv_steering,ref_gear,drv_gear,ref_glat,drv_glat,ref_glong,drv_glong,ref_rpm,drv_rpm
440.0,0.020000000000010232,276.0,275.0,100.0,100.0,0.0,0.0,-0.1,-0.09,6.0,6.0,0.07,0.09,0.12,0.12,6787.0,6975.0
445.0,0.010000000000005116,276.0,275.0,100.0,100.0,0.0,0.0,-0.065,-0.05,6.0,6.0,0.055,0.09,0.10500000000000001,0.11,6808.5,6985.0
450.0,0.0,277.0,276.0,100.0,100.0,0.0,0.0,-0.08,-0.06,6.0,6.0,0.08,0.09,0.13,0.13,6804.0,6989.0
455.0,0.009999999999976694,277.0,276.0,100.0,100.0,0.0,0.0,-0.05,0.004999999999999999,6.0,6.0,0.05,0.08499999999999999,0.1,0.11,6817.0,6993.5
460.0,0.01999999999998181,277.0,276.0,100.0,100.0,0.0,0.0,-0.03,0.07,6.0,6.0,0.06,0.06,0.11,0.11,6822.0,7004.0
465.0,0.010000000000005116,277.0,276.0,100.0,100.0,0.0,0.0,-0.03,0.07,6.0,6.0,0.055,0.06,0.125,0.13,6828.5,7007.0
470.0,0.0,278.0,277.0,100.0,100.0,0.0,0.0,-0.05,0.06,6.0,6.0,0.06,0.03,0.1,0.13,6829.0,7011.0
475.0,0.009999999999990905,278.0,277.0,100.0,100.0,0.0,0.0,-0.03,0.05,6.0,6.0,0.05,0.025,0.12,0.10500000000000001,6843.0,7019.5
480.0,0.01999999999998181,278.0,277.0,100.0,100.0,0.0,0.0,-0.01,0.09,6.0,6.0,0.04,0.01,0.1,0.1,6856.0,7042.0
485.0,0.009999999999990905,278.0,277.0,100.0,100.0,0.0,0.0,0.015,0.1,6.0,6.0,0.035,0.0,0.12,0.11,6857.5,7038.0
490.0,0.009999999999990905,279.0,278.0,100.0,100.0,0.0,0.0,0.03,0.1,6.0,6.0,0.035,-0.02,0.125,0.1,6852.0,7031.0
495.0,0.010000000000005116,279.0,278.0,100.0,100.0,0.0,0.0,0.07,0.10500000000000001,6.0,6.0,0.01,-0.055,0.12,0.065,6870.0,7044.5
